,tweet_id,tweet_text,tweet_image_url,retweet_count,favorite_count,follwers_count,day_tweeted,time_tweeted,date_tweeted,dog_ratings_numeratore,dog_ratings_denominatore,tweet_text_url,dog_stage,twitter_source,tweet_type,name
24,887101392804085760,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof https://t.co/4Ad1jzJSdp,https://twitter.com/dog_rates/status/887101392804085760/photo/1,6167,31061,3200890,tuesday,00:07:08,2017-07-18,12,10,https://t.co/4Ad1jzJSdp,floof,Twitter for iPhone,Tweet,None
25,886983233522544640,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,https://twitter.com/dog_rates/status/886983233522544640/photo/1,8084,35859,3200890,monday,16:17:36,2017-07-17,13,10,https://t.co/I6oNy0CgiT,floof,Twitter for iPhone,Tweet,Maya
26,886736880519319552,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b",https://twitter.com/dog_rates/status/886736880519319552/photo/1,3443,12306,3200890,sunday,23:58:41,2017-07-16,13,10,https://t.co/bVi0Yr4Cffhttps://t.co/ISvKOSkd5b,floof,Twitter for iPhone,Tweet,Mingus
27,886680336477933568,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal https://t.co/BCoWue0abA,https://twitter.com/dog_rates/status/886680336477933568/photo/1,4610,22798,3200890,sunday,20:14:00,2017-07-16,13,10,https://t.co/BCoWue0abA,floof,Twitter for iPhone,Tweet,Derek
28,886366144734445568,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox,https://twitter.com/dog_rates/status/886366144734445568/photo/1,3316,21524,3200890,saturday,23:25:31,2017-07-15,12,10,https://t.co/RGE08MIJox,pupper,Twitter for iPhone,Tweet,Roscoe
29,886267009285017600,@NonWhiteHat @MayhewMayhem omg hello tanner you are a scary good boy 12/10 would pet with extreme caution,,4,117,3200890,saturday,16:51:35,2017-07-15,12,10,,floof,Twitter for iPhone,Tweet,None
30,886258384151887873,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles https://t.co/xZDA9Qsq1O,https://twitter.com/dog_rates/status/886258384151887873/photo/1,6523,28469,3200890,saturday,16:17:19,2017-07-15,13,10,https://t.co/xZDA9Qsq1O,floof,Twitter for iPhone,Tweet,Waffles
31,886054160059072513,RT @Athletics: 12/10 #BATP https://t.co/WxwJmvjfxo,,108,0,3200890,saturday,02:45:48,2017-07-15,12,10,https://t.co/WxwJmvjfxo,floof,Twitter for iPhone,Retweet,None
32,885984800019947520,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1,https://twitter.com/dog_rates/status/885984800019947520/photo/1,7097,33382,3200890,friday,22:10:11,2017-07-14,12,10,https://t.co/BuveP0uMF1,floof,Twitter for iPhone,Tweet,Jimbo
33,885528943205470208,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,https://twitter.com/dog_rates/status/885528943205470208/photo/1,6683,36689,3200890,Thursday,15:58:47,2017-07-13,13,10,https://t.co/tp1kQ8i9JF,floof,Twitter for iPhone,Tweet,Maisey
34,885518971528720385,I have a new hero and his name is Howard. 14/10 https://t.co/gzLHboL7Sk,,3899,20788,3200890,Thursday,15:19:09,2017-07-13,14,10,https://t.co/gzLHboL7Sk,floof,Twitter for iPhone,Tweet,None
35,885311592912609280,RT @dog_rates: This is Lilly. She just parallel barked. Kindly requests a reward now. 13/10 would pet so well https://t.co/SATN4If5H5,https://twitter.com/dog_rates/status/830583320585068544/photo/1,19297,0,3200890,Thursday,01:35:06,2017-07-13,13,10,https://t.co/SATN4If5H5,floof,Twitter for iPhone,Retweet,Lilly
36,885167619883638784,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 https://t.co/44ItaMubBf,https://twitter.com/dog_rates/status/885167619883638784/photo/1,4556,22367,3200890,wednessday,16:03:00,2017-07-12,13,10,https://t.co/44ItaMubBf,floof,Twitter for iPhone,Tweet,None
37,884925521741709313,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa",https://twitter.com/dog_rates/status/884925521741709313/photo/1,16439,68152,3200890,wednessday,00:01:00,2017-07-12,12,10,https://t.co/MYJvdlNRVa,floof,Twitter for iPhone,Tweet,Earl
38,884876753390489601,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola https://t.co/74TKAUsLkO,https://twitter.com/dog_rates/status/884876753390489601/photo/1,6096,28514,3200890,tuesday,20:47:12,2017-07-11,13,10,https://t.co/74TKAUsLkO,floof,Twitter for iPhone,Tweet,Lola
39,884562892145688576,This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,https://twitter.com/dog_rates/status/884562892145688576/photo/1,5100,24765,3200890,tuesday,00:00:02,2017-07-11,13,10,https://t.co/1r4MFCbCX5,floof,Twitter for iPhone,Tweet,Kevin
40,884441805382717440,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) https://t.co/vvBOcC2VdC",https://twitter.com/dog_rates/status/884441805382717440/photo/1,5856,27478,3200890,monday,15:58:53,2017-07-10,14,10,https://t.co/vvBOcC2VdC,floof,Twitter for iPhone,Tweet,None
41,884247878851493888,OMG HE DIDN'T MEAN TO HE WAS JUST TRYING A LITTLE BARKOUR HE'S SUPER SORRY 13/10 WOULD FORGIVE IMMEDIATE https://t.co/uF3pQ8Wubj,,21298,74423,3200890,monday,03:08:17,2017-07-10,13,10,https://t.co/uF3pQ8Wubj,floof,Twitter for iPhone,Tweet,None
42,884162670584377345,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo https://t.co/YSI00BzTBZ,https://twitter.com/dog_rates/status/884162670584377345/photo/1,3128,20771,3200890,sunday,21:29:42,2017-07-09,12,10,https://t.co/YSI00BzTBZ,doggo,Twitter for iPhone,Tweet,Yogi
43,883838122936631299,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy https://t.co/V85xujjDDY,https://twitter.com/dog_rates/status/883838122936631299/photo/1,3586,22349,3200890,sunday,00:00:04,2017-07-09,12,10,https://t.co/V85xujjDDY,floof,Twitter for iPhone,Tweet,Noah
44,883482846933004288,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948",https://twitter.com/dog_rates/status/883482846933004288/photo/1,10407,46860,3200890,saturday,00:28:19,2017-07-08,13,10,https://t.co/qjrljjt948,floof,Twitter for iPhone,Tweet,Bella
45,883360690899218434,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP,https://twitter.com/dog_rates/status/883360690899218434/photo/1,3825,22986,3200890,friday,16:22:55,2017-07-07,13,10,https://t.co/rf661IFEYP,floof,Twitter for iPhone,Tweet,Grizzwald
46,883117836046086144,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat https://t.co/Se5fZ9wp5E",https://twitter.com/dog_rates/status/883117836046086144/photo/1,6949,37914,3200890,friday,00:17:54,2017-07-07,13,10,https://t.co/Se5fZ9wp5E,floof,Twitter for iPhone,Tweet,None
47,882992080364220416,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,https://twitter.com/dog_rates/status/882992080364220416/photo/1,4122,24445,3200890,Thursday,15:58:11,2017-07-06,13,10,https://t.co/tyER0KpdXj,floof,Twitter for iPhone,Tweet,Rusty
48,882762694511734784,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,https://twitter.com/dog_rates/status/882762694511734784/photo/1,5134,28903,3200890,Thursday,00:46:41,2017-07-06,12,10,https://t.co/D43I96SlVu,pupper,Twitter for iPhone,Tweet,Gus
49,882627270321602560,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,https://twitter.com/dog_rates/status/882627270321602560/photo/1,6342,28382,3200890,wednessday,15:48:34,2017-07-05,13,10,https://t.co/Nx52PGwH94,floof,Twitter for iPhone,Tweet,Stanley
50,882268110199369728,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,https://twitter.com/dog_rates/status/882268110199369728/photo/1,12118,45880,3200890,tuesday,16:01:23,2017-07-04,13,10,https://t.co/fYP5RlutfA,floof,Twitter for iPhone,Tweet,Alfy
51,882045870035918850,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko https://t.co/zeDpnsKX7w",https://twitter.com/dog_rates/status/882045870035918850/photo/1,5203,29900,3200890,tuesday,01:18:17,2017-07-04,13,10,https://t.co/zeDpnsKX7w,floof,Twitter for iPhone,Tweet,Koko
52,881906580714921986,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable https://t.co/503CgWbhxQ,https://twitter.com/dog_rates/status/881906580714921986/photo/1,3533,24773,3200890,monday,16:04:48,2017-07-03,12,10,https://t.co/503CgWbhxQ,floof,Twitter for iPhone,Tweet,Rey
53,881666595344535552,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,https://twitter.com/dog_rates/status/881666595344535552/photo/1,11099,51522,3200890,monday,00:11:11,2017-07-03,13,10,https://t.co/7CSWCl8I6s,floof,Twitter for iPhone,Tweet,Gary
54,881633300179243008,@roushfenway These are good dogs but 17/10 is an emotional impulse rating. More like 13/10s,,7,129,3200890,sunday,21:58:53,2017-07-02,17,13,,floof,Twitter for iPhone,Tweet,None
55,881536004380872706,"Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af 
(IG: puffie_the_chow) https://t.co/ghXBIIeQZF",https://twitter.com/dog_rates/status/881536004380872706/video/1,16570,50199,3200890,sunday,15:32:16,2017-07-02,14,10,https://t.co/ghXBIIeQZF,floof,Twitter for iPhone,Tweet,a
56,881268444196462592,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet https://t.co/cgwJwowTMC,https://twitter.com/dog_rates/status/881268444196462592/photo/1,5358,23501,3200890,saturday,21:49:04,2017-07-01,12,10,https://t.co/cgwJwowTMC,floof,Twitter for iPhone,Tweet,Elliot
57,880935762899988482,This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking https://t.co/D0wb1GlKAt,https://twitter.com/dog_rates/status/880935762899988482/photo/1,2886,17346,3200890,friday,23:47:07,2017-06-30,13,10,https://t.co/D0wb1GlKAt,floof,Twitter for iPhone,Tweet,Louis
58,880872448815771648,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 https://t.co/WiAMbTkDPf,https://twitter.com/dog_rates/status/880872448815771648/photo/1,3989,21734,3200890,friday,19:35:32,2017-06-30,12,10,https://t.co/WiAMbTkDPf,floof,Twitter for iPhone,Tweet,None
59,880465832366813184,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,https://twitter.com/dog_rates/status/880465832366813184/photo/1,6546,29075,3200890,Thursday,16:39:47,2017-06-29,12,10,https://t.co/4VsFysDmiw,floof,Twitter for iPhone,Tweet,Bella
60,880221127280381952,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well https://t.co/fUod0tVmvK,https://twitter.com/dog_rates/status/880221127280381952/photo/1,4436,27640,3200890,Thursday,00:27:25,2017-06-29,12,10,https://t.co/fUod0tVmvK,floof,Twitter for iPhone,Tweet,Jesse
61,880095782870896641,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10 https://t.co/HauE8M3Bu4,https://twitter.com/dog_rates/status/880095782870896641/photo/1,4533,28150,3200890,wednessday,16:09:20,2017-06-28,11,10,https://t.co/HauE8M3Bu4,floof,Twitter for iPhone,Tweet,None
62,879862464715927552,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9,https://twitter.com/dog_rates/status/879862464715927552/photo/1,3642,22667,3200890,wednessday,00:42:13,2017-06-28,13,10,https://t.co/Qh5aEkRQm9,floof,Twitter for iPhone,Tweet,Romeo
63,879674319642796034,@RealKentMurphy 14/10 confirmed,,10,315,3200890,tuesday,12:14:36,2017-06-27,14,10,,floof,Twitter for iPhone,Tweet,None
64,879492040517615616,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 https://t.co/IxM9IMKQq8,https://twitter.com/dog_rates/status/879492040517615616/photo/1,3323,23822,3200890,tuesday,00:10:17,2017-06-27,12,10,https://t.co/IxM9IMKQq8,floof,Twitter for iPhone,Tweet,Bailey
65,879415818425184262,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) https://t.co/UDT7ZkcTgY,https://twitter.com/dog_rates/status/879415818425184262/video/1,45849,107956,3200891,monday,19:07:24,2017-06-26,13,10,https://t.co/UDT7ZkcTgY,floof,Twitter for iPhone,Tweet,Duddles
66,879376492567855104,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by https://t.co/0gOi601EAa,https://twitter.com/dog_rates/status/879376492567855104/photo/1,3261,17099,3200891,monday,16:31:08,2017-06-26,12,10,https://t.co/0gOi601EAa,floof,Twitter for iPhone,Tweet,Jack
67,879130579576475649,RT @dog_rates: This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://…,,7181,0,3200892,monday,00:13:58,2017-06-26,14,10,https://…,floof,Twitter for iPhone,Retweet,Emmy
68,879050749262655488,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. 11/10 would still pet https://t.co/2mJCDEJWdD,https://twitter.com/dog_rates/status/879050749262655488/photo/1,4941,23022,3200892,sunday,18:56:45,2017-06-25,11,10,https://t.co/2mJCDEJWdD,floof,Twitter for iPhone,Tweet,Steven
69,879008229531029506,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs https://t.co/YDtpCjIPKN,https://twitter.com/dog_rates/status/879008229531029506/photo/1,2812,19317,3200892,sunday,16:07:47,2017-06-25,13,10,https://t.co/YDtpCjIPKN,floof,Twitter for iPhone,Tweet,Beau
70,878776093423087618,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth https://t.co/lNZwgNO4gS,https://twitter.com/dog_rates/status/878776093423087618/photo/1,4319,19763,3200892,sunday,00:45:22,2017-06-25,13,10,https://t.co/lNZwgNO4gS,floof,Twitter for iPhone,Tweet,Snoopy
71,878604707211726852,Martha is stunning how h*ckin dare you. 13/10 https://t.co/9uABQXgjwa,,7582,30931,3200892,saturday,13:24:20,2017-06-24,13,10,https://t.co/9uABQXgjwa,floof,Twitter for iPhone,Tweet,None
72,878404777348136964,"RT @dog_rates: Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https:/…",,1349,0,3200892,saturday,00:09:53,2017-06-24,13,10,,floof,Twitter for iPhone,Retweet,Shadow
73,878316110768087041,RT @dog_rates: Meet Terrance. He's being yelled at because he stapled the wrong stuff together. 11/10 hang in there Terrance https://t.co/i…,,6965,0,3200892,friday,18:17:33,2017-06-23,11,10,https://t.co/i…,floof,Twitter for iPhone,Retweet,Terrance
74,878281511006478336,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https://t.co/245xJJElsY https://t.co/lUiQH219v6",https://twitter.com/dog_rates/status/878281511006478336/photo/1,1349,7913,3200892,friday,16:00:04,2017-06-23,13,10,https://t.co/245xJJElsYhttps://t.co/lUiQH219v6,floof,Twitter for iPhone,Tweet,Shadow
75,878057613040115712,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://t.co/cwtWnHMVpe,https://twitter.com/dog_rates/status/878057613040115712/photo/1,7181,42876,3200892,friday,01:10:23,2017-06-23,14,10,https://t.co/cwtWnHMVpe,floof,Twitter for iPhone,Tweet,Emmy
76,877736472329191424,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again https://t.co/lsPyyAiF1r,https://twitter.com/dog_rates/status/877736472329191424/photo/1,17300,71144,3200892,Thursday,03:54:17,2017-06-22,13,10,https://t.co/lsPyyAiF1r,floof,Twitter for iPhone,Tweet,Aja
77,877611172832227328,RT @rachel2195: @dog_rates the boyfriend and his soaking wet pupper h*cking love his new hat 14/10 https://t.co/dJx4Gzc50G,https://twitter.com/rachel2195/status/876850772322988033/photo/1,83,0,3200892,wednessday,19:36:23,2017-06-21,14,10,https://t.co/dJx4Gzc50G,floof,Twitter for iPhone,Retweet,None
78,877556246731214848,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options https://t.co/OYdDlfOGXP,https://twitter.com/dog_rates/status/877556246731214848/photo/1,3994,23258,3200892,wednessday,15:58:08,2017-06-21,12,10,https://t.co/OYdDlfOGXP,floof,Twitter for iPhone,Tweet,Penny
79,877316821321428993,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy https://t.co/SHRTIo5pxc",https://twitter.com/dog_rates/status/877316821321428993/photo/1,5414,27907,3200892,wednessday,00:06:44,2017-06-21,13,10,https://t.co/SHRTIo5pxc,floof,Twitter for iPhone,Retweet,Dante
80,877201837425926144,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop https://t.co/4g4cfj3P4Y,https://twitter.com/dog_rates/status/877201837425926144/photo/1,5880,27755,3200892,tuesday,16:29:50,2017-06-20,12,10,https://t.co/4g4cfj3P4Y,floof,Twitter for iPhone,Tweet,Nelly
81,876838120628539392,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately https://t.co/j211oCDRs6,https://twitter.com/dog_rates/status/876838120628539392/photo/1,3506,21125,3200892,monday,16:24:33,2017-06-19,12,10,https://t.co/j211oCDRs6,floof,Twitter for iPhone,Tweet,Ginger
82,876537666061221889,I can say with the pupmost confidence that the doggos who assisted with this search are heroic as h*ck. 14/10 for all https://t.co/8yoc1CNTsu,,4800,23869,3200892,sunday,20:30:39,2017-06-18,14,10,https://t.co/8yoc1CNTsu,floof,Twitter for iPhone,Tweet,None
